唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
hbyy201513001,0,"ISTIC,PKU",后路经伤椎置钉单椎间椎弓根螺钉复位固定治疗创伤性B型胸腰椎骨折效果观察,10.3969/j.issn.1002-7386.2015.13.001,江俊海[1];何二兴[2];,[1]510120 广州市，广州医科大学附属第一医院骨科; 广东省深圳市大鹏新区南澳人民医院骨科;[2]广东省深圳市大鹏新区南澳人民医院骨科;,河北医药,胸腰椎B型骨折;伤椎置钉;复位;跨伤椎短节段固定;临床效果;,R274.1,2015,,13
wcbxhgbxzz201601014,1,,深圳市南山区和大鹏区溃疡性结肠炎患者血浆同型半胱氨酸、叶酸及肿瘤坏死因子-α的水平及其临床意义,10.3969/j.issn.1006-5709.2016.01.014,陈少文[1];赵燕颖[2];黄丽萍[3];吉明柱[4];刘艳红[4];,"[1]深圳市大鹏新区南澳人民医院消化科,广东深圳,518121;[2]吉林大学第四医院消化科;[3]深圳市大鹏新区大鹏人民医院内科;[4]深圳市蛇口人民医院消化科;",胃肠病学和肝病学杂志,溃疡性结肠炎;同型半胱氨酸;叶酸;肿瘤坏死因子-α;,R574.62,2016,25,1
zgyxcx201624033,0,,Th17/Treg细胞在支气管哮喘患者外周血中的表达,10.3969/j.issn.1674-4985.2016.24.033,王君丽[1];徐彦飞[2];李小莉[1];徐晓妮[2];皮丹[2];,[1]南方医科大学深圳医院 广东深圳518101;[2]广东医学院附属南山医院;,中国医学创新,支气管哮喘;TH17;调节性T细胞;,,2016,13,24
zhxwwk201605027,1,"ISTIC,PKU",腓动脉穿支皮瓣联合腓肠神经营养血管皮瓣修复足背软组织缺损,10.3760/cma.j.issn.1001-2036.2016.05.027,罗鹏[1];周斌[2];刘科[3];冯啸[4];杨大志[1];李康养[1];林阳[1];,"[1]深圳市南山区人民医院/深圳市第六人民医院骨一科, 广东省深圳市,518052;[2]广东医学院附属深圳南山医院手足显微外科;[3]湖南中医药大学;[4]北京大学第四临床医学院(北京积水潭医院);",中华显微外科杂志,腓动脉穿支皮瓣;腓肠神经营养血管皮瓣;足背;,,2016,39,5
qqhryxyxb201513018,2,"ISTIC,PKU",不同疗程三联疗法治疗幽门螺旋杆菌阳性消化性溃疡的临床疗效,,陈少文[1];杨剑[2];,"[1]518121,深圳市大鹏新区南澳人民医院;[2]深圳市南山区蛇口人民医院;",齐齐哈尔医学院学报,消化性溃疡;幽门螺旋杆菌;三联疗法;,,2015,,13
zgxdyyyy201514017,1,"ISTIC,PKU",同型半胱氨酸及代谢酶基因遗传多态性、叶酸和维生素B12与溃疡性结肠炎的相关性,10.14164/j.cnki.cn11-5581/r.2015.14.017,陈少文[1];吴东海[2];吉明柱[3];,"[1]518121,深圳市大鹏新区南澳人民医院内科;[2]深圳市第二人民医院消化内科;[3]深圳市南山区蛇口人民医院消化内科;",中国现代药物应用,溃疡性结肠炎;同型半胱氨酸;代谢酶基因遗传多态性;叶酸;维生素B12;,,2015,,14
gxyx201407045,4,"ISTIC,PKU",早期限制性液体复苏救治重型颅脑损伤合并创伤性失血性休克的疗效分析,10.11675/j.issn.0253-4304.2014.07.36,郭江华[1];张俊[2];,"[1]广东省深圳市南山区人民医院急诊科,深圳市,518067;[2]广东省深圳市蛇口人民医院荔林社康中心,深圳市,518052;",广西医学,颅脑损伤;失血性休克;限制性液体复苏;,R651.15,2014,,7
xdlchl201505004,2,"ISTIC,PKU",不同动静脉内瘘穿刺间距对维持性血液透析患者透析充分性的影响,10.3969/j.issn.1671-8283.2015.05.004,王莉[1];彭红云[1];周彬[2];祝胜郎[1];李就鸿[1];曾华韫[1];李金艳[1];,[1]深圳市南山人民医院肾内科，广东深圳，518052;[2]深圳市南山区蛇口人民医院肾内科血透室，广东深圳，518067;,现代临床护理,血液透析;透析充分性;动静脉内瘘;,R473.5,2015,,5
zgkf201501014,2,"ISTIC,PKU",头穴电针与下肢智能运动训练系统同步治疗对脑梗死患者步行能力的影响,10.3870/zgkf.2015.01.010,盛佑祥[1];雷远志[1];陶红星[1];杨万章[1];赵宁[1];向云[1];王俊[1];张敏[2];,"[1]深圳市南山区人民医院康复医学科,深圳,518052;[2]深圳市南山区蛇口人民医院,深圳,518067;",中国康复,脑梗死;步行能力;头穴;电针;下肢智能运动训练系统;,R49  R743.3,2015,,1
zgxdyxzz201502025t,0,"ISTIC,PKU",经闭孔无张力尿道中段悬吊术治疗压力性尿失禁20例疗效评价,,黄树峰[1];朱艳宾[2];武艳玲[1];陈玉阁[1];杨瑾[1];,"[1]深圳市蛇口人民医院妇产科,广东深圳,518067;[2]深圳市南山人民医院妇产科,广东深圳,518052;",中国现代医学杂志,经闭孔无张力尿道中段悬吊术;压力性尿失禁;,R694.54,2015,25,2
qlhlzz201513027,0,"ISTIC,PKU",充分性护理评估在维持性血液透析患者中的应用,10.3969/j.issn.1006-7256.2015.13.027,王莉[1];彭红云[1];周彬[2];祝胜郎[1];李就鸿[1];曾华韫[1];李金艳[1];,[1]深圳市南山人民医院 广东深圳518052;[2]深圳市南山区蛇口人民医院;,齐鲁护理杂志,维持性血液透析;透析充分性;Kt/ V;护理评估;,R473.5,2015,,13
xsekzz201505012,2,"ISTIC,PKU",经鼻双水平正压通气治疗早产儿呼吸窘迫综合征临床疗效,10.3969/j.issn.1673-6710.2015.05.012,蔡琳;李晓东;田青;,,中国新生儿科杂志,"双水平正压通气;连续气道正压通气;呼吸窘迫综合征,新生儿;婴儿,早产;",,2015,30,5
zhlcyszz201621009,0,"ISTIC,PKU",七氟烷或丙泊酚复合瑞芬太尼全麻对腹腔镜手术患者麻醉苏醒期的影响,10.3877/cma.j.issn.1674-0785.2016.21.009,王英姿[1];彭志勇[2];殷爽[3];陈凌武[4];刘友坦[5];,"[1]香港大学深圳医院麻醉科, 广东省,518000;[2]南方医科大学深圳医院麻醉科, 广东省,518000;[3]深圳市第二人民医院麻醉科, 广东省,518000;[4]518000 广东省,南方医科大学深圳医院麻醉科;518000 广东省,南方医科大学深圳医院手术室;[5]518000 广东省,香港大学深圳医院麻醉科;518000 广东省,南方医科大学深圳医院麻醉科;",中华临床医师杂志（电子版）,七氟烷;二异丙酚;芬太尼?;,,2016,10,21
