hsjxzz201414002,11,"ISTIC,PKU",延续性护理模式对老年跌倒患者抑郁症状和生活质量的影响,,黄淑芳[1];叶文秋[1];林绍英[1];李明[1];许海珍[2];林凯思[3];,"[1]广东省深圳市龙岗中心医院,广东深圳,518116;[2]广东省深圳市龙岗区人民医院,广东深圳,518172;[3]广东省深圳市龙岗区第二人民医院,广东深圳,518114;",护士进修杂志,延续性护理;跌倒;抑郁;生活质量;,R473.59,2014,,14
gzzyydxxb201405019,7,"ISTIC,PKU",穴位贴敷联合大青龙汤治疗小儿哮喘外寒内热证的临床研究,10.13359/j.cnki.gzxbtcm.2014.05.015,许佩群[1];余德奎[2];许双虹[3];陈毓丽[4];李宏[5];钟格玲[1];,"[1]深圳市龙岗区第三人民医院,广东深圳,518115;[2]深圳市坪山新区妇幼保健院,广东深圳,518122;[3]深圳市中医院,广东深圳,518033;[4]深圳市罗湖区中医院,广东深圳,518021;[5]珠海市人民医院,广东珠海,519070;",广州中医药大学学报,小儿支气管哮喘;外寒内热证;大青龙汤;穴位敷贴;,R264.4,2014,,5
hbzy201405028,2,"ISTIC,PKU",二冬汤对糖尿病前期胰腺β细胞功能的影响,,田锦鹰[1];马祖等[2];陈国姿[3];姚志城[3];,"[1]广东省深圳市罗湖区中医院内科,广东 深圳,518001;[2]广东省深圳市宝安区沙井人民医院内一科,广东 深圳,518104;[3]广东省深圳市龙岗区中医院内科,广东 深圳,518172;",河北中医,"糖尿病,2型;胰岛;中药疗法;",R587.102.2  R587.105,2014,,5
zgxdyyyy201513038,0,"ISTIC,PKU",CT血管造影及三维重建在旋股外动脉降支侧支皮瓣临床设计中的应用,10.14164/j.cnki.cn11-5581/r.2015.13.038,杨威[1];朱雅欣[2];张涛[1];古安武[1];,"[1]5181722,深圳市龙岗区中医院;[2]深圳市龙岗区第三人民医院;",中国现代药物应用,128排螺旋CT造影;CT三维重建;旋股外动脉降支侧支皮瓣;,,2015,9,13
lnywylc201503016,2,"ISTIC,PKU",HPLC法测定复元胶囊三七皂苷R1及淫羊藿苷的含量,10.14053/j.cnki.ppcr.201503016,张斯汉[1];李荣亨[2];巫艳芬[3];潘富林[1];蔡威黔[1];陈铿[1];罗光平[1];李萍华[1];黄耿[1];,"[1]深圳市龙岗区人民医院,深圳,518172;[2]重庆医科大学附属第一医院,重庆,400016;[3]深圳市龙岗区中医院,深圳,518172;",实用药物与临床,复元胶囊;三七皂苷R1;淫羊藿苷;含量测定;HPLC;,,2015,18,3
zgzyykj2014z2005,0,"ISTIC,PKU",三七总苷抑制裸鼠胃癌移植瘤中淋巴管生成实验研究,,刘圣活[1];帅心涛[2];胡凤霞[3];陈涛英[1];,[1]深圳市龙岗区中医院 广东 深圳 181720;[2]广州市中山大学化学与化学工程学院 广东 广州 510275;[3]深圳市龙岗区人民医院 广东 深圳 518112;,中国中医药科技,三七总苷;胃癌;微淋巴管密度;微淋巴管特异标记物;,,2014,,z2
zxyjhxxgbdzzz201408001,0,"ISTIC,PKU",叶酸、甲钴胺干预早期糖尿病肾病患者的临床研究,,赖康保[1];黄琼[1];史治宙[1];廖庆辉[1];蔡洁丹[2];麦红[3];陈玉华[1];,[1]深圳市龙岗区人民医院内分泌代谢科 广东深圳518172;[2]深圳市龙岗区人民医院检验科 广东深圳518172;[3]深圳市龙岗区第二人民医院 广东深圳518172;,中西医结合心血管病电子杂志,糖尿病肾病;叶酸;维生素B12;,R58,2014,2,8
lcfsxzz201409039,1,"ISTIC,PKU",消化系统恶性纤维组织细胞瘤CT表现(附4例报告),,周乐夫[1];金贤德[1];王甄[1];周杰[1];袁建军[2];,[1]518172 深圳市龙岗区中医院放射科;[2]518115 深圳市横岗人民医院放射科;,临床放射学杂志,"恶性纤维组织细胞瘤;体层摄影术,X线计算机;病理;",,2014,33,9
nfhlxb201409023,9,"ISTIC,PKU",老年跌倒患者二级预防的延续性护理,,黄淑芳[1];叶文秋[1];林绍英[1];李明[1];许海珍[2];林凯思[3];,"[1]深圳市龙岗中心医院,广东 深圳,518116;[2]深圳市龙岗区人民医院,广东 深圳,518172;[3]深圳市龙岗区第二人民医院,广东 深圳,518114;",护理学报,延续性护理;跌倒;二级预防;伤害;老年;,R473.59,2014,,9
gwyx-lcsw201413012,6,"ISTIC,PKU",急性脑梗死患者血小板参数及聚集率变化的临床意义,10.3969/j.issn.1673-4130.2014.13.012,梁红梅[1];黄华[1];邓宝佳[1];郭珍万[1];唐万兵[2];甘志彪[3];,"[1]广东省深圳市龙岗区第二人民医院检验科,广东深圳,518112;[2]广东省深圳市龙岗区人民医院输血科,广东深圳,518172;[3]广东省深圳市人民医院检验科 518001;",国际检验医学杂志,脑梗死;血小板计数;血小板聚集;,,2014,,13
